playerID,yearID,stint,Glf,Gcf,Grf
burrohe01,1872,1,0,2,0
buttefr01,1872,1,0,0,8
careyto01,1872,1,0,0,3
clappjo01,1872,1,0,1,0
clintji01,1872,1,0,8,3
coughde01,1872,1,0,5,0
cravebi01,1872,1,0,0,4
cummica01,1872,1,1,0,1
cuthbne01,1872,1,47,0,0
doschhe01,1872,1,0,0,6
eggleda01,1872,1,1,55,0
fieldge01,1872,1,1,0,4
fishech01,1872,1,0,3,17
fleetfr01,1872,1,0,1,1
fletcge01,1872,1,0,0,2
gedneco01,1872,1,0,9,0
gedneco01,1872,2,18,0,0
glennjo01,1872,1,9,0,0
glennjo01,1872,2,0,1,0
gouldch01,1872,1,0,0,2
hallge01,1872,1,3,51,0
hastisc01,1872,1,0,3,5
hastisc01,1872,2,0,1,0
heubege01,1872,1,0,5,0
hicksna01,1872,1,0,0,3
higby01,1872,1,0,0,1
highadi01,1872,1,0,2,22
hodesch01,1872,1,0,4,0
huntdi01,1872,1,0,0,8
hurledi01,1872,1,0,0,2
jackssa01,1872,1,3,0,0
kavan01,1872,1,0,0,2
kennejo01,1872,1,2,0,1
kingma01,1872,1,0,3,0
kingst01,1872,1,25,0,0
leonaan01,1872,1,38,0,0
malonma01,1872,1,0,0,2
martiph01,1872,1,0,0,25
martiph01,1872,2,0,0,9
mathebo01,1872,1,0,0,8
mccarfr01,1872,1,0,18,1
mcdonja01,1872,1,1,0,14
mcgeami01,1872,1,0,0,1
mcmuljo01,1872,1,41,1,11
mcveyca01,1872,1,2,0,9
meyerle01,1872,1,0,0,26
millsch01,1872,1,0,0,4
minched01,1872,1,11,0,0
mulle01,1872,1,0,0,1
nelsoca01,1872,1,0,3,0
nelsoca01,1872,2,0,8,0
paborch01,1872,1,19,0,1
patteda01,1872,1,2,9,0
pearcdi01,1872,1,1,0,1
pikeli01,1872,1,6,5,16
prattal01,1872,1,0,0,6
reachal01,1872,1,0,0,20
remseja01,1872,1,0,37,0
robinva01,1872,1,0,0,7
rogerfr01,1872,1,4,0,38
schafha01,1872,1,5,0,0
senseco01,1872,1,0,0,1
simmojo01,1872,1,1,0,2
snydeji01,1872,1,0,0,1
snydejo01,1872,1,9,0,0
spaldal01,1872,1,0,7,0
studlse01,1872,1,0,5,0
swandma01,1872,1,0,4,0
sweasch01,1872,1,0,0,1
thakeal01,1872,1,18,0,0
tippeji01,1872,1,19,0,0
treacfr01,1872,1,0,47,0
whitede01,1872,1,2,1,3
woltery01,1872,1,0,0,11
worthhe01,1872,1,0,0,1
wrighha01,1872,1,0,48,0
yeatmbi01,1872,1,0,0,1
yorkto01,1872,1,51,0,1
zettlge01,1872,1,0,0,8
zettlge01,1872,2,0,0,1
addybo01,1873,2,0,0,31
allisar01,1873,1,8,9,4
allisdo01,1873,1,0,1,2
allisdo01,1873,2,0,0,1
ansonca01,1873,1,0,3,0
atkined01,1873,1,0,0,2
austihe01,1873,1,0,14,9
barrebi01,1873,1,0,0,1
battijo01,1873,1,0,1,0
bealsto01,1873,1,1,0,0
bechtge01,1873,1,0,1,51
bielaos01,1873,1,2,0,36
birdsda01,1873,1,0,0,3
boothed01,1873,1,15,0,2
boothed01,1873,2,0,4,12
boydbi01,1873,1,0,0,43
brainas01,1873,1,0,0,2
brittji01,1873,1,0,0,3
campbhu01,1873,1,0,0,1
campbmi02,1873,1,0,0,1
clappjo01,1873,1,0,1,0
cravebi01,1873,1,0,7,0
cuthbne01,1873,1,51,0,0
devliji01,1873,1,0,0,1
donnejo01,1873,1,0,6,0
doschhe01,1873,1,0,1,0
eggleda01,1873,1,0,53,0
eland01,1873,1,0,0,1
farrojo01,1873,1,0,0,3
fishech01,1873,1,1,2,43
frencbi01,1873,1,0,0,2
gedneco01,1873,1,53,0,0
hallge01,1873,1,0,35,0
hastisc01,1873,1,0,12,0
hatfijo01,1873,1,0,0,1
highadi01,1873,1,0,1,18
hinespa01,1873,1,36,0,0
holliho01,1873,1,0,30,0
hoopemi01,1873,1,2,0,0
johnsto01,1873,1,1,0,0
jones01,1873,1,0,1,0
kernajo01,1873,1,0,1,0
kohlehe01,1873,1,0,1,0
leonaan01,1873,1,45,0,0
mackde01,1873,1,1,1,3
mannija01,1873,1,2,0,3
martiph01,1873,1,0,0,30
mathebo01,1873,1,0,0,5
mcbridi01,1873,1,0,0,11
mcmuljo01,1873,1,51,0,0
mcveyca01,1873,1,1,4,1
millsev01,1873,1,0,1,0
murnati01,1873,1,0,24,6
nelsoca01,1873,1,0,0,6
nevinal01,1873,1,0,0,1
orourji01,1873,1,0,0,22
paborch01,1873,1,55,0,0
phelpne01,1873,1,0,0,1
pikeli01,1873,1,0,2,54
popplge01,1873,1,0,1,0
reachal01,1873,1,0,4,3
remseja01,1873,1,0,50,0
ryanjo01,1873,1,0,1,0
saylo01,1873,1,0,0,1
schafha01,1873,1,13,0,0
senseco01,1873,1,0,19,0
sheppjo01,1873,1,1,0,1
smithbi01,1873,1,0,3,0
smithjo01,1873,1,2,0,0
snydepo01,1873,1,0,3,0
spaldal01,1873,1,0,13,0
startjo01,1873,1,0,0,2
strated01,1873,1,0,0,1
treacfr01,1873,1,1,51,0
waterfr01,1873,1,0,3,1
whitede01,1873,1,0,0,9
wordsfa01,1873,1,0,0,1
wrighha01,1873,1,0,58,0
yorkto01,1873,1,56,1,0
allisdo01,1874,1,0,3,44
ansonca01,1874,1,0,0,8
barnero01,1874,1,1,0,0
barnibi01,1874,1,0,4,25
battijo01,1874,1,0,2,5
bealsto01,1874,1,1,2,6
bechtge01,1874,1,1,0,28
bielaos01,1874,1,0,1,43
boardfr01,1874,1,0,0,1
boothed01,1874,1,44,0,0
boydbi01,1874,1,0,0,1
bradyst01,1874,1,0,5,6
brainas01,1874,1,1,1,0
burdoja01,1874,1,2,1,0
chapmja01,1874,1,0,1,52
clackbo01,1874,1,1,30,0
clappjo01,1874,1,0,1,14
clintji01,1874,1,0,1,0
collida01,1874,1,0,0,2
cummica01,1874,1,0,0,1
cuthbne01,1874,1,55,2,0
deaneha01,1874,1,0,46,0
devliji01,1874,1,0,0,17
donnejo01,1874,1,0,0,3
eggleda01,1874,1,7,50,0
farreja01,1874,1,0,3,0
farrojo01,1874,1,0,2,1
fishech01,1874,1,0,8,6
fislewe01,1874,1,0,0,1
fleetfr01,1874,1,1,0,0
gedneco01,1874,1,51,0,0
geerbi01,1874,1,1,1,0
glennjo01,1874,1,2,1,17
hallge01,1874,1,20,21,7
hallji01,1874,1,0,0,1
hastisc01,1874,1,0,12,14
hatfijo01,1874,1,58,0,0
hicksna01,1874,1,0,4,0
highadi01,1874,1,0,3,31
hinespa01,1874,1,1,50,0
hodesch01,1874,1,0,13,5
holdsji01,1874,1,0,3,3
jones01,1874,1,0,0,1
kesslhe01,1874,1,2,2,0
knowdja01,1874,1,4,0,0
leonaan01,1874,1,51,0,0
martial01,1874,1,1,0,0
mathebo01,1874,1,1,0,0
mcgeami01,1874,1,0,0,4
mcgeepa01,1874,1,6,9,0
mcmuljo01,1874,1,5,51,1
mcveyca01,1874,1,0,8,49
meyerle01,1874,1,2,0,3
milleto01,1874,1,0,1,1
murnati01,1874,1,0,1,13
nelsoca01,1874,1,0,1,0
oneal01,1874,1,0,0,1
paborch01,1874,1,2,3,13
patteda01,1874,1,1,0,0
phelpne01,1874,1,0,0,6
pikeli01,1874,1,0,27,0
radcljo01,1874,1,0,1,14
reachal01,1874,1,0,0,14
reedhu01,1874,1,0,0,1
remseja01,1874,1,8,57,0
revilhe01,1874,1,0,0,1
ryanjo01,1874,1,47,0,0
selmafr01,1874,1,0,1,1
senseco01,1874,1,0,1,4
shaffor01,1874,1,8,0,1
shaffor01,1874,2,0,0,1
spaldal01,1874,1,0,6,0
startjo01,1874,1,1,1,0
stearbi01,1874,1,0,4,15
sweasch01,1874,1,0,0,1
tippeji01,1874,1,45,0,0
treacfr01,1874,1,2,11,24
whitede01,1874,1,0,0,21
wrighha01,1874,1,0,40,0
yorkto01,1874,1,49,1,0
addybo01,1875,1,0,1,67
allisar01,1875,1,0,1,2
allisar01,1875,2,0,0,37
allisdo01,1875,1,0,0,2
ansonca01,1875,1,0,2,23
arundha01,1875,1,0,0,1
barnero01,1875,1,0,0,0
barnibi01,1875,1,0,3,4
barnibi01,1875,2,0,1,2
battijo01,1875,1,0,1,0
bealsto01,1875,1,3,19,8
bechtge01,1875,2,0,3,29
bielaos01,1875,1,4,0,48
blongjo01,1875,1,2,2,
bondto01,1875,1,0,0,29
boothed01,1875,1,3,1,60
boydbi01,1875,1,0,0,12
bradlge01,1875,1,1,0,0
brady01,1875,1,0,1,0
bradyst01,1875,1,0,1,0
bradyst01,1875,2,1,0,1
brownol01,1875,1,0,1,1
cassijo01,1875,1,1,0,11
chapmja01,1875,1,0,0,43
clackbo01,1875,1,0,16,1
clintji01,1875,1,0,0,7
coonwi01,1875,1,0,0,1
cranefr01,1875,1,0,0,1
croftar01,1875,1,10,7,2
crowlbi01,1875,1,0,4,0
cummica01,1875,1,2,4,0
cuthbne01,1875,1,65,2,0
dailejo01,1875,2,0,0,2
dehlmhe01,1875,1,0,0,2
devliji01,1875,1,0,3,1
dolele01,1875,1,0,1,0
edwar01,1875,1,0,1,0
eggleda01,1875,1,2,65,0
ellicjo01,1875,1,0,2,
evans01,1875,1,1,0,0
fieldsa01,1875,1,0,0,1
fieldsa01,1875,2,0,0,1
fishech01,1875,1,4,1,0
fislewe01,1875,1,0,1,9
fleetfr01,1875,1,0,1,0
flintsi01,1875,1,1,0,1
fulmewa01,1875,1,0,1,0
galvipu01,1875,1,2,1,3
gedneco01,1875,1,67,0,1
geerbi01,1875,1,4,11,3
gerhajo01,1875,1,1,0,0
gilliba01,1875,1,0,0,1
gilmoji01,1875,1,0,0,1
gilro01,1875,1,0,0,1
glennjo01,1875,1,39,7,1
goldemi01,1875,2,25,0,2
gouldch01,1875,1,0,0,1
hallge01,1875,1,74,0,3
halliji01,1875,2,0,0,1
hallji01,1875,1,1,0,0
harbibi01,1875,1,0,0,13
hastisc01,1875,1,1,15,15
hatfijo01,1875,1,1,0,0
heifefr01,1875,1,4,1,1
hicksna01,1875,1,0,1,4
highadi01,1875,1,0,3,11
highadi01,1875,2,0,0,3
hinespa01,1875,1,4,35,0
holdsji01,1875,1,0,43,2
holliho01,1875,1,4,13,3
jonesch01,1875,1,12,0,0
jonesch01,1875,2,0,1,0
keenaji01,1875,1,1,0,0
kesslhe01,1875,1,0,4,3
knowdja01,1875,1,0,3,1
leonaan01,1875,1,73,0,0
lovetle01,1875,1,1,0,5
lowryjo01,1875,1,0,6,0
luffhe01,1875,1,0,1,3
malonfe01,1875,1,0,2,0
mannija01,1875,1,0,2,64
martial01,1875,1,0,6,0
masonch01,1875,1,3,0,7
masonch01,1875,2,8,0,0
mathebo01,1875,1,1,0,0
mcbridi01,1875,1,0,0,1
mcgeami01,1875,1,0,1,2
mcgeepa01,1875,1,0,25,0
mcgeepa01,1875,2,0,13,0
mcginti01,1875,1,0,0,2
mckeljo01,1875,1,0,4,35
mcmuljo01,1875,1,22,32,0
mcsortr01,1875,1,6,1,
mcveyca01,1875,1,1,20,2
metcaal01,1875,1,0,0,2
millejo01,1875,2,1,0,1
mooremo01,1875,1,0,0,2
morgapi01,1875,1,3,7,
murnati01,1875,1,1,24,1
nelsoca01,1875,1,1,0,0
nichotr01,1875,1,1,2,0
oneilj01,1875,1,0,2,1
oranto01,1875,1,0,2,17
orourji01,1875,1,0,44,1
paborch01,1875,1,42,0,0
paborch01,1875,2,6,0,0
parksbi01,1875,1,16,1,0
parksbi01,1875,2,2,0,0
patteda01,1875,1,0,0,7
phelpne01,1875,1,0,0,2
pikeli01,1875,1,1,64,0
quinnpa01,1875,1,0,1,1
quinnpa02,1875,1,0,1,0
quinnpa02,1875,2,0,1,2
quinnpa02,1875,3,0,9,1
reachal01,1875,1,0,0,2
remseja01,1875,1,0,81,5
resslla01,1875,1,0,3,17
rextewi01,1875,1,0,0,1
richmjo01,1875,1,2,3,6
rileybi01,1875,1,0,0,8
rocapad01,1875,1,0,5,7
ryanjo01,1875,1,30,0,0
saylo01,1875,1,0,1,0
schafha01,1875,1,0,1,0
sewarge01,1875,1,3,1,3
shaff01,1875,1,0,0,1
shaffor01,1875,1,3,8,1
sheri01,1875,1,1,0,0
simmojo01,1875,1,0,9,1
spaldal01,1875,1,1,9,9
stearbi01,1875,1,2,5,0
stevero01,1875,1,0,0,1
stodd01,1875,1,1,1,0
sulli01,1875,1,0,0,2
suttoez01,1875,1,0,0,1
terry01,1875,1,0,1,2
thompan01,1875,1,0,0,1
thompfr01,1875,1,0,0,1
tippeji01,1875,1,8,32,3
treacfr01,1875,1,11,0,0
treacfr01,1875,2,42,1,0
waittch01,1875,1,2,7,23
walkeos01,1875,1,0,0,1
warnefr01,1875,1,0,14,0
whitede01,1875,1,0,0,14
whitewa01,1875,1,0,5,0
wrighha01,1875,1,0,0,1
yorkto01,1875,1,86,0,0
addybo01,1876,1,3,0,29
allisar01,1876,1,0,0,23
allisdo01,1876,1,0,1,5
andrufr01,1876,1,1,3,5
bechtge01,1876,1,0,0,14
bechtge01,1876,2,0,2,0
berghjo01,1876,1,0,1,0
bielaos01,1876,1,0,0,32
blongjo01,1876,1,0,0,62
bootham01,1876,1,0,0,3
boothed01,1876,1,0,2,51
bordejo01,1876,1,0,0,16
bradlfo01,1876,1,0,0,4
brownle01,1876,1,0,1,1
carbijo01,1876,1,0,0,1
cassijo01,1876,1,0,0,8
chapmja01,1876,1,5,1,11
clackbo01,1876,1,0,3,14
clappjo01,1876,1,0,1,3
clintji01,1876,1,0,0,14
collida01,1876,1,0,2,5
coonwi01,1876,1,0,2,29
currepe01,1876,1,0,0,1
cuthbne01,1876,1,63,0,0
deando01,1876,1,0,0,5
eggleda01,1876,1,1,37,1
fishech01,1876,1,0,7,4
fislewe01,1876,1,0,15,9
fousebi01,1876,1,0,1,6
gerhajo01,1876,1,2,0,0
glennjo01,1876,1,56,0,0
hallge01,1876,1,59,0,1
halliji01,1876,1,0,0,2
harbibi01,1876,1,0,2,4
hastisc01,1876,1,0,65,0
hayesmi01,1876,1,5,0,0
highadi01,1876,1,0,0,59
hinespa01,1876,1,0,64,0
holdsji01,1876,1,0,49,0
jonesch01,1876,1,10,53,1
kesslhe01,1876,1,0,2,14
knighlo01,1876,1,0,3,6
leonaan01,1876,1,35,0,0
mackde01,1876,1,1,1,0
malonfe01,1876,1,0,0,3
malonjo01,1876,1,0,2,0
mannija01,1876,1,0,1,55
mathebo01,1876,1,0,0,1
mcbridi01,1876,1,0,0,1
mcgeami01,1876,1,0,1,0
mcginti01,1876,1,0,6,0
mcveyca01,1876,1,1,0,0
meyerle01,1876,1,0,0,3
morrijo01,1876,1,1,3,1
murnati01,1876,1,2,1,0
orourji01,1876,1,9,60,0
parksbi01,1876,1,1,0,0
pearcdi01,1876,1,1,0,0
phelpne01,1876,1,0,1,0
piersda01,1876,1,1,0,29
pikeli01,1876,1,0,62,0
remseja01,1876,1,3,66,0
rittewh01,1876,1,0,2,2
ryanjo01,1876,1,63,1,0
shandji01,1876,1,0,1,1
snydepo01,1876,1,0,3,1
snydere01,1876,1,54,0,1
spaldal01,1876,1,9,1,0
suttoez01,1876,1,0,0,4
sweasch01,1876,1,0,0,1
treacfr01,1876,1,52,0,5
warnefr01,1876,1,0,1,0
whitede01,1876,1,3,0,0
whitnfr01,1876,1,24,0,10
wrighha01,1876,1,0,0,1
yorkto01,1876,1,66,1,0
zettlge01,1876,1,0,1,0
addybo01,1877,1,0,1,56
bassjo01,1877,1,1,0,0
battijo01,1877,1,0,5,0
blongjo01,1877,1,13,4,23
bondto01,1877,1,0,0,3
bootham01,1877,1,1,0,0
bradlge01,1877,1,0,0,1
buncejo01,1877,1,1,0,0
cassijo01,1877,1,0,1,57
clappjo01,1877,1,2,0,9
croftar01,1877,1,25,1,1
crowlbi01,1877,1,0,57,2
cummica01,1877,1,0,1,2
cuthbne01,1877,1,12,0,0
dehlmhe01,1877,1,1,0,0
dorgami01,1877,1,20,1,29
edench01,1877,1,0,0,15
eggleda01,1877,1,0,33,0
gerhajo01,1877,1,0,1,0
gleasja01,1877,1,0,1,0
glennjo01,1877,1,36,0,1
gouldch01,1877,1,1,0,0
hallge01,1877,1,61,0,0
halliji01,1877,2,0,0,19
harbibi01,1877,1,0,3,2
hastisc01,1877,1,0,1,0
hinespa01,1877,1,24,18,7
holdsji01,1877,1,0,55,0
jonesch01,1877,1,5,3,0
jonesch01,1877,2,0,2,0
jonesch01,1877,3,38,0,0
laffefl01,1877,1,0,4,0
leele01,1877,1,1,2,1
leonaan01,1877,1,37,0,0
littlha01,1877,1,0,3,0
loftuto01,1877,1,1,0,2
malonjo01,1877,1,0,1,0
mannija01,1877,1,1,10,1
mathebo01,1877,1,1,0,0
mckened01,1877,1,0,1,0
meyerle01,1877,1,0,1,0
mitchbo01,1877,1,0,1,1
morrijo01,1877,1,0,0,11
murnati01,1877,1,0,25,5
nichotr01,1877,1,0,14,2
orourji01,1877,1,23,35,3
pikeja01,1877,1,0,0,1
pikeli01,1877,1,0,38,0
quinnpa02,1877,1,0,0,4
remseja01,1877,1,0,33,0
roweda01,1877,1,0,0,2
ryanjo01,1877,1,1,5,0
schafha01,1877,1,1,0,22
shaffor01,1877,1,0,1,60
smithha01,1877,1,0,7,3
smithha01,1877,2,0,3,0
snydepo01,1877,1,0,0,1
tayloli01,1877,1,2,0,0
waittch01,1877,1,0,0,10
whitede01,1877,1,0,0,19
wrighha01,1877,1,0,1,0
yorkto01,1877,1,56,0,0
ansonca01,1878,1,45,3,0
bennech01,1878,1,0,16,4
bondto01,1878,1,0,0,2
brownle01,1878,1,0,0,1
cassijo01,1878,1,0,0,60
clappjo01,1878,1,44,0,0
creamge01,1878,1,0,16,4
croftar01,1878,1,9,0,0
dalryab01,1878,1,61,0,0
dickebu01,1878,1,10,19,0
flintsi01,1878,1,5,0,4
goldemi01,1878,1,0,25,14
halliji01,1878,1,11,0,0
halliji01,1878,2,2,1,0
harbibi01,1878,1,4,3,1
healeto01,1878,2,3,0,0
highadi01,1878,1,0,0,62
hinespa01,1878,1,0,61,0
holbebi01,1878,1,0,0,30
jonesch01,1878,1,51,10,0
kellyki01,1878,1,0,0,47
knowdja01,1878,1,0,0,1
larkite01,1878,1,1,0,0
leonaan01,1878,1,60,0,0
mannija01,1878,1,0,3,56
mcclebi01,1878,1,0,0,1
mccorji01,1878,1,0,3,0
mckelru01,1878,1,0,62,0
mitchbo01,1878,1,0,1,1
morgapi01,1878,1,0,1,12
morrijo01,1878,1,0,1,0
murnati01,1878,1,0,1,0
nolanth01,1878,1,0,1,0
orourji01,1878,1,0,57,0
pikeli01,1878,1,0,31,0
redmobi01,1878,1,0,4,3
reisla01,1878,1,1,0,0
remseja01,1878,1,0,56,0
schafha01,1878,1,0,0,2
shaffor01,1878,1,1,0,63
snydepo01,1878,1,0,0,2
sullibi01,1878,1,2,0,0
warnefr01,1878,1,2,0,0
weavesa01,1878,1,0,4,5
whitede01,1878,1,0,0,16
yorkto01,1878,1,62,0,0
adamsge01,1879,1,0,2,0
allenja01,1879,1,0,0,3
allenja01,1879,2,0,2,0
bondto01,1879,1,0,1,4
bradlge01,1879,1,0,0,1
brownle01,1879,1,0,0,6
burkemi01,1879,1,0,1,4
carpehi01,1879,1,0,0,11
cassijo01,1879,1,0,3,5
clappaa01,1879,1,7,1,3
clappjo01,1879,1,0,0,7
creamge01,1879,1,0,1,1
crowlbi01,1879,1,3,1,39
dalryab01,1879,1,66,1,4
deckefr01,1879,1,0,0,1
dickebu01,1879,1,81,0,0
dorgami01,1879,1,0,0,16
edench01,1879,1,0,1,79
eggleda01,1879,1,0,78,0
evansja01,1879,1,2,7,64
flintsi01,1879,1,0,0,1
foleycu01,1879,1,0,2,15
foleywi01,1879,1,0,0,25
gilliba01,1879,1,21,2,0
goldsfr01,1879,1,0,2,0
gorege01,1879,1,0,48,6
gunklfr01,1879,1,0,0,1
hallal01,1879,1,2,63,2
hankifr01,1879,1,10,4,0
harbibi01,1879,1,1,3,0
hawesbi01,1879,1,1,7,26
hinespa01,1879,1,0,85,0
hoffmhi01,1879,1,0,0,1
holbebi01,1879,1,0,3,1
hornujo01,1879,1,76,0,1
hotalpe01,1879,1,0,67,2
houcksa01,1879,1,1,5,42
jonesch01,1879,1,83,0,0
kellyki01,1879,1,0,2,27
kellyki02,1879,2,0,0,2
larkite01,1879,1,2,1,0
maculji01,1879,1,0,26,0
magnejo01,1879,1,0,1,0
mansemi01,1879,1,67,0,0
manseto01,1879,1,38,2,0
manseto01,1879,2,0,0,1
mathebo01,1879,1,0,0,21
mccorha01,1879,1,0,2,5
mccorji01,1879,1,6,7,0
mcgunbi01,1879,1,0,0,34
mcveyca01,1879,1,0,1,6
mitchbo01,1879,1,0,8,1
neaglja01,1879,1,0,1,1
nelsoca01,1879,1,4,0,0
olearda01,1879,1,0,0,2
orourji01,1879,1,2,0,56
orourjo01,1879,1,0,70,1
osterch01,1879,1,0,1,0
phillbi01,1879,1,0,1,1
purcebl01,1879,1,0,10,37
purcebl01,1879,2,0,7,3
reillch01,1879,1,1,0,1
remseja01,1879,1,5,26,0
richmjo01,1879,1,4,29,2
rileybi01,1879,1,43,0,0
roweja01,1879,1,0,0,2
salisha01,1879,1,0,1,0
shaffor01,1879,1,0,0,72
snydepo01,1879,1,0,0,2
startjo01,1879,1,0,0,1
stockle01,1879,1,0,1,1
striege01,1879,1,1,54,1
sullide01,1879,1,0,0,1
tayloli01,1879,1,24,0,0
wardjo01,1879,1,4,0,4
warnefr01,1879,1,13,7,1
wheelha01,1879,1,0,0,1
whitede01,1879,1,0,4,18
yorkto01,1879,1,81,0,0
bealsto01,1880,1,0,0,10
bennech01,1880,1,0,3,3
bondto01,1880,1,0,0,26
bradlge01,1880,1,1,0,6
bushodo01,1880,1,0,0,1
cassijo01,1880,1,0,47,35
clappjo01,1880,1,1,9,0
corcola01,1880,1,0,5,3
coreyfr01,1880,1,2,6,21
cranesa01,1880,1,0,1,0
crowlbi01,1880,1,8,21,48
dalryab01,1880,1,86,0,0
dickebu01,1880,1,0,29,1
dickebu01,1880,2,0,31,0
dignast01,1880,1,1,0,7
dignast01,1880,2,0,3,0
dorgaje01,1880,1,0,0,9
dorgami01,1880,1,0,0,77
driscde01,1880,1,0,14,0
esterdu01,1880,1,1,14,0
evansja01,1880,1,0,6,41
ewingbu01,1880,1,0,0,4
flintsi01,1880,1,0,4,10
foleycu01,1880,1,0,0,35
galvipu01,1880,1,1,18,0
gardngi01,1880,1,0,1,0
geerbi01,1880,1,0,0,1
gillepe01,1880,1,82,0,0
gilliba01,1880,1,0,4,0
goldsfr01,1880,1,0,10,0
gorege01,1880,1,0,73,1
hallal01,1880,1,3,0,0
hankifr01,1880,1,10,2,0
hanlone01,1880,1,67,2,0
harbibi01,1880,1,0,1,1
highadi01,1880,1,0,0,1
hinespa01,1880,1,0,75,0
holbebi01,1880,1,0,0,3
hornujo01,1880,1,67,0,0
hotalpe01,1880,1,2,76,0
houcksa01,1880,1,0,2,10
houcksa01,1880,2,38,12,2
jonesch01,1880,1,66,1,0
kellyki01,1880,1,0,0,64
kennedo01,1880,1,1,1,0
knighlo01,1880,1,0,0,49
larkite01,1880,1,0,1,1
lathaar01,1880,1,0,0,10
learyja01,1880,1,0,0,1
mannija01,1880,1,0,2,47
mansemi01,1880,1,53,0,0
mccorji01,1880,1,2,1,2
mcgeami01,1880,2,0,0,2
mcgunbi01,1880,1,1,1,1
mcgunbi01,1880,2,1,0,1
olearda01,1880,1,0,0,3
orourji01,1880,1,15,4,19
orourjo01,1880,1,3,78,1
poormto01,1880,1,0,10,0
poormto01,1880,2,0,0,7
powerph01,1880,1,1,1,1
purcebl01,1880,1,0,54,2
radboch01,1880,1,0,0,3
reillch01,1880,1,1,14,1
reilljo01,1880,1,0,0,3
richmjo01,1880,1,0,1,0
richmle01,1880,1,1,1,18
roweja01,1880,1,2,6,19
shaffor01,1880,1,0,0,83
sommejo01,1880,1,14,8,0
stearec01,1880,1,6,1,15
stoveha01,1880,1,5,42,0
trottsa01,1880,1,1,3,0
walkeos01,1880,1,3,7,1
wardjo01,1880,1,0,0,2
welchmi01,1880,1,1,1,0
wheelha01,1880,1,1,0,0
wheelha01,1880,2,16,1,0
whitede01,1880,1,0,1,33
whitewi01,1880,1,3,0,0
wiedmst01,1880,1,1,11,1
woodge01,1880,1,80,0,0
yorkto01,1880,1,50,1,2
bennech01,1881,1,1,2,0
bradlge01,1881,2,1,0,0
broutda01,1881,1,33,0,2
brownle01,1881,2,0,0,13
cassijo01,1881,1,0,84,0
clappjo01,1881,1,15,6,0
corcola01,1881,1,1,0,0
coreyfr01,1881,1,1,0,24
crowlbi01,1881,1,0,47,26
dalryab01,1881,1,82,0,0
deaslpa01,1881,1,0,2,6
derbyge01,1881,1,2,2,0
