,shopname,num_customers,num_likes,fraction_likes,owner_idx,mus,sigmas,logit_p,num_favs
101365,Flabby purple orangutan,140,36,0.2571428571428571,1,0.10362242194528844,0.60319852,-0.3268240860542411,58
101366,Stuffy saffron emu,3,0,0.0,8,1.8337371825850193,1.20746328,2.236394232669779,3
101367,Nippy violet bordeaux,45,4,0.08888888888888889,8,1.8337371825850193,1.20746328,2.883743488547428,44
101368,Lumpy dandelion clam,0,0,,8,1.8337371825850193,1.20746328,2.7736678270137873,0
101369,Slimy tangerine leopard,410,116,0.28292682926829266,8,1.8337371825850193,1.20746328,2.3263154742104,383
101370,Ready magenta spider,35,4,0.11428571428571428,3,-0.8024729479326377,0.16837932,-0.6616573024312126,15
101371,Homely denim civet,24,7,0.2916666666666667,8,1.8337371825850193,1.20746328,0.8579360116275803,18
101372,Boozy linen lemur,1,0,0.0,8,1.8337371825850193,1.20746328,1.6268262684201982,1
101373,Blurry smalt worm,506,153,0.30237154150197626,1,0.10362242194528844,0.60319852,0.6258693318530393,327
101374,Randy chocolate caracal,0,0,,8,1.8337371825850193,1.20746328,1.4953889268318634,0
101375,Pretty amber greyhound,417,118,0.2829736211031175,8,1.8337371825850193,1.20746328,0.41113355776525484,248
101376,Muggy rust schnauzer,0,0,,8,1.8337371825850193,1.20746328,2.3389867176368213,0
101377,Flabby burgundy fox,0,0,,8,1.8337371825850193,1.20746328,-0.246426075110596,0
101378,Flimsy red giraffe,7,0,0.0,8,1.8337371825850193,1.20746328,1.8329711965153948,5
101379,Shabby ruby wasp,201,44,0.21890547263681592,8,1.8337371825850193,1.20746328,1.7668244034851364,173
101380,Messy celadon spitz,103,22,0.21359223300970873,8,1.8337371825850193,1.20746328,0.9039961755570223,76
101381,Cozy aqua sheepdog,54,14,0.25925925925925924,8,1.8337371825850193,1.20746328,1.3550482421281342,42
101382,Surly gold starfish,2,0,0.0,8,1.8337371825850193,1.20746328,1.8759709517473109,2
101383,Flaky cinnabar dodo,43,5,0.11627906976744186,1,0.10362242194528844,0.60319852,0.13306663600902935,21
101384,Sunny mauve devil,618,182,0.29449838187702265,8,1.8337371825850193,1.20746328,3.841649553374001,609
101385,Woolly chocolate raccoon,0,0,,8,1.8337371825850193,1.20746328,0.48987344102714614,0
101386,Homey black collie,0,0,,8,1.8337371825850193,1.20746328,1.8403800711437648,0
101387,Squirrely cyan bee,65,17,0.26153846153846155,8,1.8337371825850193,1.20746328,2.999866019447939,60
101388,Lousy heliotrope beagle,197,42,0.2131979695431472,8,1.8337371825850193,1.20746328,1.8638925095651666,174
101389,Shaky carmine alligator,11,1,0.09090909090909091,8,1.8337371825850193,1.20746328,1.3407075609766932,11
101390,Skimpy eggplant hound,24,5,0.20833333333333334,8,1.8337371825850193,1.20746328,0.019811832025071086,8
101391,Skinny black gecko,83,20,0.24096385542168675,6,1.4260677745360415,0.18131425,1.475328237951629,71
101392,Flaky magenta mouse,169,36,0.21301775147928995,8,1.8337371825850193,1.20746328,3.8174747128411903,164
101393,Silly khaki sparrow,0,0,,8,1.8337371825850193,1.20746328,1.87066997742239,0
101394,Homely zucchini sparrow,167,35,0.20958083832335328,8,1.8337371825850193,1.20746328,2.778551717877906,159
101395,Stealthy cerulean peccary,0,0,,6,1.4260677745360415,0.18131425,1.937237220732455,0
101396,Wimpy firebrick kiwi,335,81,0.2417910447761194,8,1.8337371825850193,1.20746328,2.6019068856894707,314
101397,Stealthy fuchsia monster,80,20,0.25,7,1.323849017775678,0.16748833,1.3223750481971837,60
101398,Jumpy bronze tuatara,421,115,0.27315914489311166,0,-0.06291694673634798,0.21505173,-0.36469765534465415,173
101399,Shaky bronze hedgehog,1,0,0.0,8,1.8337371825850193,1.20746328,1.119190423325884,1
101400,Craggy bistre swan,0,0,,8,1.8337371825850193,1.20746328,0.9173654084535419,0
101401,Gloppy teal spider,0,0,,8,1.8337371825850193,1.20746328,2.055744190684691,0
101402,Nippy persimmon fousek,10,1,0.1,8,1.8337371825850193,1.20746328,0.9076429011227455,6
101403,Sunny russet coati,209,49,0.23444976076555024,5,-0.75417445104767,0.54077756,0.06505034205594296,104
101404,Homey chestnut quoll,0,0,,8,1.8337371825850193,1.20746328,-0.7523622437876551,0
101405,Dorky mauve dragon,32,5,0.15625,8,1.8337371825850193,1.20746328,-0.49890717757830805,11
101406,Snoopy indigo newfoundland,100,22,0.22,8,1.8337371825850193,1.20746328,0.2423134162901599,49
101407,Seedy teal javanese,279,75,0.26881720430107525,8,1.8337371825850193,1.20746328,2.382466232635923,247
101408,Greasy linen zonkey,0,0,,8,1.8337371825850193,1.20746328,0.12064870755925283,0
101409,Ugly rust salamander,0,0,,8,1.8337371825850193,1.20746328,3.4245592494134804,0
101410,Breezy pumpkin frog,0,0,,8,1.8337371825850193,1.20746328,0.9773625813394828,0
101411,Wheezy lime havanese,0,0,,8,1.8337371825850193,1.20746328,3.0955005843550216,0
101412,Woolly mustard panda,377,97,0.2572944297082228,8,1.8337371825850193,1.20746328,1.5073109677931313,306
101413,Tasty cinnabar schnauzer,1,0,0.0,8,1.8337371825850193,1.20746328,1.8628566617676054,1
101414,Bluesy gamboge wasp,0,0,,6,1.4260677745360415,0.18131425,1.4116793843502335,0
101415,Gummy amber zebu,0,0,,8,1.8337371825850193,1.20746328,0.3052002422635771,0
101416,Scaly ruby sloth,0,0,,8,1.8337371825850193,1.20746328,3.3161580401387196,0
101417,Flimsy amethyst turkey,0,0,,8,1.8337371825850193,1.20746328,0.9861495964284226,0
101418,Sleepy maroon malamute,5,0,0.0,5,-0.75417445104767,0.54077756,-1.4962503049260367,1
101419,Gloppy turquoise coral,0,0,,5,-0.75417445104767,0.54077756,-0.9539608489666578,0
101420,Stuffy white gibbon,423,99,0.23404255319148937,8,1.8337371825850193,1.20746328,4.286760585689603,418
101421,Grumpy scarlet manatee,0,0,,5,-0.75417445104767,0.54077756,-1.701974123197956,0
101422,Jumpy xanthic cattle,240,52,0.21666666666666667,8,1.8337371825850193,1.20746328,2.174488723279365,208
101423,Freaky viridian chin,5,0,0.0,8,1.8337371825850193,1.20746328,0.9047490338908828,4
101424,Pokey scarlet ray,198,49,0.2474747474747475,8,1.8337371825850193,1.20746328,1.2427062979060912,145
101425,Freaky pear anteater,0,0,,8,1.8337371825850193,1.20746328,4.118444365413504,0
101426,Whiny ecru opossum,4,0,0.0,8,1.8337371825850193,1.20746328,-0.2501713036602866,1
101427,Lanky sepia birman,128,35,0.2734375,8,1.8337371825850193,1.20746328,-0.5779788384846549,42
101428,Blurry wisteria pig,542,149,0.27490774907749077,8,1.8337371825850193,1.20746328,1.725941994468477,442
101429,Foggy myrtle albatross,583,175,0.30017152658662094,4,-0.24255405640856506,0.14264645,-0.06831865074688123,283
101430,Trippy sapphire birman,359,109,0.30362116991643456,8,1.8337371825850193,1.20746328,1.9196702657310618,312
101431,Cozy eggplant grasshopper,193,54,0.27979274611398963,4,-0.24255405640856506,0.14264645,-0.3075074356994696,87
101432,Craggy violet magpie,105,31,0.29523809523809524,8,1.8337371825850193,1.20746328,3.040057377455877,102
101433,Greasy taupe corgi,0,0,,8,1.8337371825850193,1.20746328,3.880197319305289,0
101434,Snappy white duck,0,0,,8,1.8337371825850193,1.20746328,2.1280292690026203,0
101435,Geeky cornflower albatross,22,5,0.22727272727272727,8,1.8337371825850193,1.20746328,2.1845862248506753,20
101436,Chummy lemon whale,3,1,0.3333333333333333,8,1.8337371825850193,1.20746328,2.1436614352506185,3
101437,Ugly grey ferret,1,1,1.0,8,1.8337371825850193,1.20746328,0.032289458396872917,1
101438,Surly ivory whippet,0,0,,0,-0.06291694673634798,0.21505173,-0.08407160843360642,0
101439,Pasty rust spitz,193,44,0.22797927461139897,8,1.8337371825850193,1.20746328,3.2279876731446686,187
101440,Grumpy bistre dodo,49,2,0.04081632653061224,5,-0.75417445104767,0.54077756,-1.032176886958384,10
101441,Cheeky rose swan,672,214,0.31845238095238093,1,0.10362242194528844,0.60319852,-0.6546477759835272,234
101442,Squeaky saffron sparrow,0,0,,8,1.8337371825850193,1.20746328,1.4230176645249304,0
101443,Bluesy ultramarine liger,4,2,0.5,8,1.8337371825850193,1.20746328,2.819853961872478,3
101444,Droopy thistle barb,578,187,0.3235294117647059,5,-0.75417445104767,0.54077756,-0.9759943228601734,154
101445,Pretty maroon pinscher,21,1,0.047619047619047616,8,1.8337371825850193,1.20746328,2.774871403581841,18
101446,Baggy magenta spider,190,48,0.25263157894736843,8,1.8337371825850193,1.20746328,2.756807645481354,182
101447,Gimpy salmon greyhound,241,54,0.22406639004149378,8,1.8337371825850193,1.20746328,0.6503907270715394,167
101448,Smelly cobalt lemur,0,0,,8,1.8337371825850193,1.20746328,3.3093749715764256,0
101449,Ready pink goose,71,12,0.16901408450704225,8,1.8337371825850193,1.20746328,0.6124502058186114,53
101450,Squeaky black wrasse,0,0,,0,-0.06291694673634798,0.21505173,-0.34219645606694193,0
101451,Cheeky pink wolf,0,0,,8,1.8337371825850193,1.20746328,1.54789576401099,0
101452,Sunny gold gecko,1,0,0.0,8,1.8337371825850193,1.20746328,1.5004715977542666,1
101453,Stinky black whippet,652,192,0.294478527607362,7,1.323849017775678,0.16748833,1.4064469602934557,517
101454,Foggy sapphire capuchin,9,0,0.0,8,1.8337371825850193,1.20746328,2.2120157112754346,9
101455,Lumpy ruby squirt,38,8,0.21052631578947367,8,1.8337371825850193,1.20746328,1.2541588646088344,32
101456,Seedy cinnamon spitz,13,4,0.3076923076923077,8,1.8337371825850193,1.20746328,1.5397044505829254,10
101457,Stinky beige zebra,3,1,0.3333333333333333,2,-0.6414514981355559,0.30978955,-0.17476488217379854,1
101458,Shaky ruby ragdoll,0,0,,8,1.8337371825850193,1.20746328,2.6399283401845133,0
101459,Pokey taupe mammoth,355,89,0.2507042253521127,8,1.8337371825850193,1.20746328,0.35071931126752487,212
101460,Foggy goldenrod lobster,280,74,0.2642857142857143,8,1.8337371825850193,1.20746328,2.2937307058054954,257
101461,Droopy turquoise dhole,329,86,0.2613981762917933,8,1.8337371825850193,1.20746328,0.7878992078208624,219
101462,Trippy beige molly,46,13,0.2826086956521739,8,1.8337371825850193,1.20746328,0.818285382183251,30
101463,Cozy vermilion neanderthal,1,0,0.0,8,1.8337371825850193,1.20746328,1.622051815161184,1
101464,Gamy apricot cuscus,0,0,,8,1.8337371825850193,1.20746328,-1.4440375404629169,0
101465,Baggy ecru mayfly,0,0,,1,0.10362242194528844,0.60319852,-0.0038233615743921145,0
101466,Hasty champagne wallaby,1,0,0.0,8,1.8337371825850193,1.20746328,2.762104910259098,0
101467,Sloppy pink albatross,0,0,,8,1.8337371825850193,1.20746328,1.9308720402685555,0
101468,Bumpy smalt maltese,1,0,0.0,5,-0.75417445104767,0.54077756,-0.9390328835848709,1
101469,Stealthy celadon bordeaux,43,3,0.06976744186046512,8,1.8337371825850193,1.20746328,2.6734099884920823,43
101470,Lumpy green flamingo,558,149,0.2670250896057348,8,1.8337371825850193,1.20746328,1.0824088276228414,417
101471,Freaky ivory devil,0,0,,8,1.8337371825850193,1.20746328,3.3591445965918645,0
101472,Pokey harlequin tarantula,39,9,0.23076923076923078,8,1.8337371825850193,1.20746328,3.970446240949746,39
101473,Craggy apricot mayfly,8,2,0.25,8,1.8337371825850193,1.20746328,2.602971396029625,8
101474,Fuzzy emerald bandicoot,511,156,0.30528375733855184,8,1.8337371825850193,1.20746328,4.029779610493311,502
101475,Droopy dandelion crane,201,53,0.263681592039801,8,1.8337371825850193,1.20746328,0.3615794584968659,120
101476,Leaky amethyst spider,61,17,0.2786885245901639,6,1.4260677745360415,0.18131425,1.6590202918230645,49
101477,Jumpy tan civet,0,0,,8,1.8337371825850193,1.20746328,1.5870589199688174,0
101478,Skimpy red kingfisher,0,0,,0,-0.06291694673634798,0.21505173,-0.27884626553504976,0
101479,Lumpy celadon orangutan,0,0,,0,-0.06291694673634798,0.21505173,0.08529127022031777,0
101480,Whiny carmine akita,29,6,0.20689655172413793,8,1.8337371825850193,1.20746328,0.3955386305344595,16
101481,Gummy pear cattle,95,17,0.17894736842105263,8,1.8337371825850193,1.20746328,1.8713393016993174,82
101482,Shabby plum molly,0,0,,8,1.8337371825850193,1.20746328,0.7346421430381649,0
101483,Wheezy firebrick oyster,0,0,,7,1.323849017775678,0.16748833,1.3897234191358565,0
101484,Dorky taupe horse,173,41,0.23699421965317918,8,1.8337371825850193,1.20746328,1.9523317922158228,142
101485,Hazy copper tamarin,0,0,,4,-0.24255405640856506,0.14264645,-0.2689886789364484,0
101486,Scaly asparagus dunker,207,50,0.24154589371980675,7,1.323849017775678,0.16748833,1.4398903847317421,165
101487,Queasy cyan jaguar,370,98,0.2648648648648649,8,1.8337371825850193,1.20746328,0.10018069777211358,201
101488,Skinny razzmatazz eagle,169,37,0.21893491124260356,6,1.4260677745360415,0.18131425,1.424243915648241,135
101489,Homely plum discus,603,176,0.29187396351575456,2,-0.6414514981355559,0.30978955,-1.214700789387721,137
101490,Skimpy black greyhound,1,0,0.0,8,1.8337371825850193,1.20746328,2.5343646290909745,1
101491,Flabby lilac monkey,2,0,0.0,8,1.8337371825850193,1.20746328,2.1887834537116775,2
101492,Foggy firebrick zonkey,0,0,,8,1.8337371825850193,1.20746328,0.48785332093836886,0
101493,Cozy yellow gar,86,16,0.18604651162790697,8,1.8337371825850193,1.20746328,1.5895895796366533,73
101494,Slimy white jellyfish,3,0,0.0,2,-0.6414514981355559,0.30978955,-0.6131566128959447,3
101495,Nippy pear numbat,0,0,,8,1.8337371825850193,1.20746328,1.3294553875340356,0
101496,Snippy alizarin jellyfish,0,0,,8,1.8337371825850193,1.20746328,3.448705370202295,0
101497,Sleepy goldenrod schnauzer,6,0,0.0,8,1.8337371825850193,1.20746328,1.7851095994157695,5
101498,Pretty cinnabar avocet,274,64,0.23357664233576642,3,-0.8024729479326377,0.16837932,-0.5687615859874936,97
101499,Sunny ochre hornet,37,9,0.24324324324324326,8,1.8337371825850193,1.20746328,2.553881928558112,32
101500,Scummy auburn dachshund,45,5,0.1111111111111111,8,1.8337371825850193,1.20746328,1.7970106132944927,38
101501,Paltry coral mastiff,1,0,0.0,8,1.8337371825850193,1.20746328,1.5648143665185168,1
101502,Nippy grey fousek,0,0,,5,-0.75417445104767,0.54077756,-0.6673516173677473,0
101503,Stinky firebrick alligator,81,16,0.19753086419753085,8,1.8337371825850193,1.20746328,2.142731034471175,71
101504,Sleepy orchid ocelot,123,35,0.2845528455284553,8,1.8337371825850193,1.20746328,-0.3619776631829392,38
101505,Stealthy yellow sparrow,221,61,0.27601809954751133,0,-0.06291694673634798,0.21505173,0.38995261726511266,130
101506,Craggy cardinal rattlesnake,29,10,0.3448275862068966,8,1.8337371825850193,1.20746328,2.4642956621569194,26
101507,Stinky lilac audemer,15,1,0.06666666666666667,1,0.10362242194528844,0.60319852,-0.1558331476281849,8
101508,Hilly gamboge chinook,298,67,0.22483221476510068,0,-0.06291694673634798,0.21505173,-0.19030838022055388,149
101509,Gimpy amethyst bee,115,31,0.26956521739130435,4,-0.24255405640856506,0.14264645,-0.22484115999628237,55
101510,Fuzzy lemon fox,521,146,0.2802303262955854,8,1.8337371825850193,1.20746328,1.837381977079603,434
101511,Stinky eggplant termite,0,0,,8,1.8337371825850193,1.20746328,2.7554951838102717,0
101512,Thirsty dandelion mayfly,591,175,0.2961082910321489,8,1.8337371825850193,1.20746328,0.16717733010891056,323
101513,Hilly sapphire molly,595,188,0.31596638655462184,8,1.8337371825850193,1.20746328,0.3059227076242246,364
101514,Chummy platinum anteater,171,42,0.24561403508771928,7,1.323849017775678,0.16748833,1.2502084559280333,132
101515,Silly cornflower mongrel,8,1,0.125,7,1.323849017775678,0.16748833,1.218895592982107,7
101516,Snazzy crimson moth,397,114,0.2871536523929471,8,1.8337371825850193,1.20746328,1.8352815258382729,343
101517,Messy ultramarine badger,27,2,0.07407407407407407,8,1.8337371825850193,1.20746328,0.16565401102015231,16
101518,Seedy celadon oyster,594,161,0.27104377104377103,1,0.10362242194528844,0.60319852,0.9777985702945843,436
101519,Leaky rust civet,2,0,0.0,8,1.8337371825850193,1.20746328,3.2859321677834843,2
101520,Greasy cobalt labradoodle,0,0,,5,-0.75417445104767,0.54077756,-1.159534856225049,0
101521,Stinky ochre barnacle,75,13,0.17333333333333334,4,-0.24255405640856506,0.14264645,-0.10599814576523872,43
101522,Trippy alizarin jaguar,2,0,0.0,8,1.8337371825850193,1.20746328,2.214555018097532,1
101523,Woolly chartreuse barnacle,0,0,,8,1.8337371825850193,1.20746328,1.8037863034561394,0
101524,Breezy myrtle turtle,11,1,0.09090909090909091,8,1.8337371825850193,1.20746328,1.8590042970111436,11
101525,Slaphappy brass starfish,41,5,0.12195121951219512,8,1.8337371825850193,1.20746328,-1.2306331602432068,7
101526,Bumpy eggplant wrasse,655,195,0.29770992366412213,8,1.8337371825850193,1.20746328,3.427786583904962,636
101527,Messy thistle lynx,0,0,,8,1.8337371825850193,1.20746328,2.9907208681800066,0
101528,Ugly viridian flamingo,0,0,,8,1.8337371825850193,1.20746328,2.013122386811797,0
101529,Lousy burgundy dollar,56,12,0.21428571428571427,8,1.8337371825850193,1.20746328,2.0991157893299155,53
101530,Snippy crimson gerbil,4,0,0.0,3,-0.8024729479326377,0.16837932,-0.7039622329612621,1
101531,Droopy ochre leopard,473,128,0.27061310782241016,3,-0.8024729479326377,0.16837932,-0.7333030687588911,155
101532,Tasty viridian mouse,0,0,,8,1.8337371825850193,1.20746328,0.234174369679655,0
101533,Greasy charcoal ibis,270,67,0.24814814814814815,7,1.323849017775678,0.16748833,1.6672383995221216,226
101534,Surly champagne cattle,0,0,,5,-0.75417445104767,0.54077756,-0.9185917058845274,0
101535,Smelly lavender tetra,549,122,0.2222222222222222,8,1.8337371825850193,1.20746328,3.3144109163540723,530
101536,Clammy bistre camel,226,42,0.18584070796460178,8,1.8337371825850193,1.20746328,3.216550629492077,215
101537,Stinky red capybara,18,3,0.16666666666666666,5,-0.75417445104767,0.54077756,-0.78841078843624,7
101538,Jumpy charcoal coati,16,3,0.1875,8,1.8337371825850193,1.20746328,0.07806444794543643,6
101539,Skinny pear mule,411,117,0.2846715328467153,8,1.8337371825850193,1.20746328,2.506716830026363,383
101540,Gamy turquoise urchin,8,2,0.25,8,1.8337371825850193,1.20746328,0.27350790086899335,4
101541,Frumpy turquoise civet,416,110,0.2644230769230769,4,-0.24255405640856506,0.14264645,-0.09706824482156637,201
101542,Stealthy cinnamon shrew,130,26,0.2,8,1.8337371825850193,1.20746328,2.5124264389125077,124
101543,Clammy peach crocodile,329,69,0.20972644376899696,3,-0.8024729479326377,0.16837932,-0.891975166739627,94
101544,Ready bistre antelope,0,0,,8,1.8337371825850193,1.20746328,0.7004631008357223,0
101545,Leaky olive birman,577,156,0.2703639514731369,8,1.8337371825850193,1.20746328,1.6103082385651775,482
101546,Pasty sapphire squirrel,6,2,0.3333333333333333,8,1.8337371825850193,1.20746328,0.8652761849080192,2
101547,Ugly lemon axolotl,0,0,,8,1.8337371825850193,1.20746328,1.9592309664493859,0
101548,Hasty rust wombat,27,3,0.1111111111111111,8,1.8337371825850193,1.20746328,1.7724751613050571,21
101549,Paltry magnolia cow,0,0,,8,1.8337371825850193,1.20746328,3.0052397777628044,0
101550,Grumpy lemon earwig,176,46,0.26136363636363635,8,1.8337371825850193,1.20746328,0.271226829318707,97
101551,Goopy mustard meerkat,326,86,0.26380368098159507,8,1.8337371825850193,1.20746328,1.1765992330033477,241
101552,Silly silver harrier,0,0,,8,1.8337371825850193,1.20746328,1.8454796057533627,0
101553,Bluesy corn peccary,0,0,,8,1.8337371825850193,1.20746328,2.4032568196982202,0
101554,Squeaky jade lobster,479,134,0.2797494780793319,5,-0.75417445104767,0.54077756,0.058603826346079746,221
101555,Crabby chocolate macaw,0,0,,0,-0.06291694673634798,0.21505173,-0.05792181172655344,0
101556,Gummy vermilion moorhen,8,2,0.25,8,1.8337371825850193,1.20746328,1.0311902735831973,6
101557,Shaggy silver turkey,2,1,0.5,8,1.8337371825850193,1.20746328,1.626862430483789,1
101558,Sunny cinnabar grasshopper,0,0,,8,1.8337371825850193,1.20746328,0.8867348445272139,0
101559,Tasty red spider,0,0,,8,1.8337371825850193,1.20746328,0.8010423454041069,0
101560,Squeaky persimmon hummingbird,0,0,,8,1.8337371825850193,1.20746328,0.9094705353347734,0
101561,Cheeky khaki salamander,0,0,,8,1.8337371825850193,1.20746328,2.1752163205089525,0
101562,Woolly auburn frog,0,0,,2,-0.6414514981355559,0.30978955,-0.32938365158569355,0
101563,Cozy saffron armadillo,0,0,,8,1.8337371825850193,1.20746328,3.5488563222967207,0
101564,Homely brown chamois,53,10,0.18867924528301888,8,1.8337371825850193,1.20746328,3.6985040222982013,50
101565,Sloppy maroon tarantula,0,0,,8,1.8337371825850193,1.20746328,1.8423301091602973,0
101566,Tacky brass donkey,0,0,,8,1.8337371825850193,1.20746328,3.5445459708833886,0
101567,Snippy alizarin chow,44,0,0.0,0,-0.06291694673634798,0.21505173,0.04974273012370645,21
101568,Freaky sapphire moth,147,33,0.22448979591836735,8,1.8337371825850193,1.20746328,0.09611071558159212,57
101569,Nippy pear swan,385,110,0.2857142857142857,8,1.8337371825850193,1.20746328,1.648822005488964,313
101570,Sleepy jade cow,112,19,0.16964285714285715,8,1.8337371825850193,1.20746328,2.286528831687176,99
101571,Chummy grey bird,178,43,0.24157303370786518,7,1.323849017775678,0.16748833,1.3832882735587397,141
101572,Tacky cerulean sheep,0,0,,4,-0.24255405640856506,0.14264645,-0.2781757256332919,0
101573,Shaky black paradise,0,0,,6,1.4260677745360415,0.18131425,1.37543903069452,0
101574,Smelly linen mammoth,0,0,,7,1.323849017775678,0.16748833,1.0578889911670257,0
101575,Droopy vermilion eel,2,0,0.0,8,1.8337371825850193,1.20746328,3.2503006496649154,1
101576,Snoopy gamboge tetra,19,0,0.0,2,-0.6414514981355559,0.30978955,-0.589203594592194,5
101577,Gimpy magenta millipede,68,15,0.22058823529411764,8,1.8337371825850193,1.20746328,2.348928546255082,61
101578,Sleazy yellow balinese,2,0,0.0,8,1.8337371825850193,1.20746328,1.221439234942558,2
101579,Wiggy goldenrod flounder,0,0,,8,1.8337371825850193,1.20746328,2.952129327090399,0
101580,Craggy rust olm,0,0,,8,1.8337371825850193,1.20746328,1.3966843531003663,0
101581,Squirrely peach gecko,50,10,0.2,8,1.8337371825850193,1.20746328,3.396398137686142,48
101582,Slimy yellow flamingo,0,0,,8,1.8337371825850193,1.20746328,2.6727993341059655,0
101583,Trippy green centipede,158,23,0.14556962025316456,8,1.8337371825850193,1.20746328,2.4993651857745482,146
101584,Muggy cobalt bordeaux,103,26,0.2524271844660194,8,1.8337371825850193,1.20746328,2.6542920512467383,94
101585,Flimsy amaranth jaguar,0,0,,8,1.8337371825850193,1.20746328,1.876763539523858,0
101586,Woozy gold jellyfish,0,0,,8,1.8337371825850193,1.20746328,3.5957717410387984,0
101587,Crappy heliotrope hound,29,2,0.06896551724137931,8,1.8337371825850193,1.20746328,2.1358315464695963,26
101588,Wimpy jade dog,7,0,0.0,8,1.8337371825850193,1.20746328,0.40188239009986493,4
101589,Silly cinnamon badger,40,8,0.2,4,-0.24255405640856506,0.14264645,-0.40141424752418,19
101590,Hazy wisteria moorhen,0,0,,8,1.8337371825850193,1.20746328,0.8818475358973988,0
101591,Sloppy puce armadillo,136,32,0.23529411764705882,8,1.8337371825850193,1.20746328,1.5408596464756015,116
101592,Pokey flax ant,0,0,,8,1.8337371825850193,1.20746328,2.6331980839903726,0
101593,Skimpy periwinkle wombat,6,0,0.0,8,1.8337371825850193,1.20746328,1.9476172089892072,5
101594,Messy pumpkin gorilla,0,0,,8,1.8337371825850193,1.20746328,2.400486762423982,0
101595,Cozy pumpkin akbash,60,5,0.08333333333333333,8,1.8337371825850193,1.20746328,0.42592901876370304,31
101596,Crabby pumpkin booby,147,34,0.23129251700680273,5,-0.75417445104767,0.54077756,-0.6851628793677141,66
101597,Sickly peach raccoon,0,0,,8,1.8337371825850193,1.20746328,0.8186823487282695,0
101598,Seedy apricot impala,0,0,,8,1.8337371825850193,1.20746328,2.810223278075469,0
101599,Jumpy peach serval,304,67,0.22039473684210525,8,1.8337371825850193,1.20746328,0.6042121252814767,195
